LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
360,2016-09-28,04:30:33,Info,CBS,Session: 30546173_4286503818 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
361,2016-09-28,04:30:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2656356~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
362,2016-09-28,04:30:33,Info,CBS,Session: 30546173_4286853838 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
363,2016-09-28,04:30:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108664~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
364,2016-09-28,04:30:33,Info,CBS,Session: 30546173_4286873840 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
365,2016-09-28,04:30:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3115858~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
366,2016-09-28,04:30:34,Info,CBS,Session: 30546173_4289083966 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
367,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3127220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
368,2016-09-28,04:30:34,Info,CBS,Session: 30546173_4289704001 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
369,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
370,2016-09-28,04:30:34,Info,CBS,Session: 30546173_4294144255 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
371,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
372,2016-09-28,04:30:34,Info,CBS,Session: 30546173_4294174257 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
373,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3067903~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
374,2016-09-28,04:30:34,Info,CBS,Session: 30546174_187017 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
375,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
376,2016-09-28,04:30:34,Info,CBS,Session: 30546174_857056 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
377,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
378,2016-09-28,04:30:34,Info,CBS,Session: 30546174_1497092 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
379,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
380,2016-09-28,04:30:34,Info,CBS,Session: 30546174_1767108 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
381,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
382,2016-09-28,04:30:34,Info,CBS,Session: 30546174_2037123 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
383,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
384,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2217133 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
385,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
386,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
387,2016-09-28,04:30:35,Info,CBS,Session: 30546174_8087469 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
388,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
389,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9517551 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
390,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
391,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
392,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
393,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9927574 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
394,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
395,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10127586 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
396,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
397,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10517608 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
398,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",7,"Read out cached package applicability for package: <*> ApplicableState: <*>, CurrentState: <*>.</s>"
399,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10537609 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
400,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
401,2016-09-28,04:30:35,Info,CBS,Session: 30546174_11037638 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
402,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3126587~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",6,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>
403,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17007979 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
404,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2789645~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
405,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17668017 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
406,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138901~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
407,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17818026 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
408,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2607047~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",6,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>
409,2016-09-28,04:30:36,Info,CBS,Session: 30546174_18178046 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
410,2016-09-28,04:30:36,Info,CBS,Session: 30546174_18398059 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
411,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3011780~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
412,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20238164 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
413,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3170455~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
414,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20328169 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
415,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2891804~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
416,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20448176 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
417,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3156017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
418,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20458177 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
419,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3084135~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
420,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20518180 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
421,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2560656~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
422,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20798196 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
423,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",6,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>
424,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21498236 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
425,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3146963~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
426,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21518237 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
427,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2918077~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
428,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21788253 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
429,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2716513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",7,"Read out cached package applicability for package: <*> ApplicableState: <*>, CurrentState: <*>.</s>"
430,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21808254 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
431,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2489256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:0",7,"Read out cached package applicability for package: <*> ApplicableState: <*>, CurrentState: <*>.</s>"
432,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21868257 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
433,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138962~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
434,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21888258 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
435,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
436,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21968263 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
437,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
438,2016-09-28,04:30:36,Info,CBS,Session: 30546174_22008265 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
439,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
440,2016-09-28,04:30:36,Info,CBS,Session: 30546174_22048268 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
441,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
442,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22448291 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
443,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
444,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22538296 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
445,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020369~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
446,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22828312 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
447,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",6,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>
448,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23648359 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
449,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
450,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23668360 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
451,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
452,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23938376 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
453,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",31,Read out cached package applicability for package: <*> terminating
454,2016-09-28,04:30:37,Info,CBS,Session: 30546174_24168389 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
455,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
456,2016-09-28,04:30:37,Info,CBS,Session: 30546174_25138444 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
457,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",7,"Read out cached package applicability for package: <*> ApplicableState: <*>, CurrentState: <*>.</s>"
458,2016-09-28,04:30:37,Info,CBS,Session: 30546174_25988493 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
459,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
460,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27448577 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
461,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
462,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27518581 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
463,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
464,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
465,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
466,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27568583 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
467,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
468,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
469,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
470,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27818598 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
471,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
472,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28288625 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
473,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",7,"Read out cached package applicability for package: <*> ApplicableState: <*>, CurrentState: <*>.</s>"
474,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28528638 initialized by client WindowsUpdateAgent.,1,Session: <*> initialized by client <*>
475,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
476,2016-09-28,04:30:37,Info,CBS,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
477,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
478,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35199020 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
479,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
480,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35469035 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
481,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
482,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35509038 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
483,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
484,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
485,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
486,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35689048 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
487,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
488,2016-09-28,04:30:38,Info,CBS,Session: 30546174_36019067 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
489,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
490,2016-09-28,04:30:38,Info,CBS,Session: 30546174_40939348 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
491,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
492,2016-09-28,04:30:38,Info,CBS,Session: 30546174_41309369 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
493,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
494,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
495,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
496,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43479493 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
497,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",0,Read out cached package applicability for package: <*> ApplicableState: <*> CurrentState: <*>.</s>
498,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43599500 initialized by client WindowsUpdateAgent.,3,Session: <*> initialized by client <*> terminating
