LineId,Time,Level,Content,EventTemplate,EventId
528,Sun Dec 04 07:11:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
529,Sun Dec 04 07:11:05 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
530,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
531,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
532,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
533,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
534,Sun Dec 04 07:11:49 2005,notice,jk2_init() Found child 311 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
535,Sun Dec 04 07:12:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
536,Sun Dec 04 07:12:08 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
537,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 312 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
538,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 313 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
539,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
540,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
541,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
542,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
543,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 314 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
544,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 315 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
545,Sun Dec 04 07:13:10 2005,notice,jk2_init() Found child 316 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
546,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
547,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
548,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
549,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
550,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
551,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 319 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
552,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 317 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
553,Sun Dec 04 07:14:08 2005,notice,jk2_init() Found child 318 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
554,Sun Dec 04 07:14:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
555,Sun Dec 04 07:14:29 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
556,Sun Dec 04 07:14:47 2005,notice,jk2_init() Found child 321 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
557,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 324 in scoreboard slot 11,jk2_init() Found child <*> in scoreboard slot <*>,1
558,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 323 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
559,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 350 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
560,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 353 in scoreboard slot 12,jk2_init() Found child <*> in scoreboard slot <*>,1
561,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 352 in scoreboard slot 11,jk2_init() Found child <*> in scoreboard slot <*>,1
562,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 349 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
563,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 348 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
564,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 347 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
565,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 351 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
566,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
567,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
568,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
569,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
570,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
571,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
572,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
573,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
574,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
575,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
576,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
577,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
578,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
579,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
580,Sun Dec 04 07:45:45 2005,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
581,Sun Dec 04 08:54:17 2005,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
582,Sun Dec 04 09:35:12 2005,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
583,Sun Dec 04 10:53:30 2005,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
584,Sun Dec 04 11:11:07 2005,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
585,Sun Dec 04 11:33:18 2005,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
586,Sun Dec 04 11:42:43 2005,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
587,Sun Dec 04 12:33:13 2005,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
588,Sun Dec 04 13:32:32 2005,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
589,Sun Dec 04 14:29:00 2005,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
590,Sun Dec 04 15:18:36 2005,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
591,Sun Dec 04 15:59:01 2005,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
592,Sun Dec 04 16:24:03 2005,notice,jk2_init() Found child 1219 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
593,Sun Dec 04 16:24:05 2005,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
594,Sun Dec 04 16:24:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
595,Sun Dec 04 16:24:06 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
596,Sun Dec 04 16:31:07 2005,notice,jk2_init() Found child 1248 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
597,Sun Dec 04 16:32:37 2005,notice,jk2_init() Found child 1253 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
598,Sun Dec 04 16:32:56 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
599,Sun Dec 04 16:32:56 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
600,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1254 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
601,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1256 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
602,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1255 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
603,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
604,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
605,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
606,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
607,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
608,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
609,Sun Dec 04 16:35:49 2005,notice,jk2_init() Found child 1262 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
610,Sun Dec 04 16:35:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
611,Sun Dec 04 16:35:52 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
612,Sun Dec 04 16:41:15 2005,notice,jk2_init() Found child 1275 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
613,Sun Dec 04 16:41:16 2005,notice,jk2_init() Found child 1276 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
614,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1277 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
615,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1278 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
616,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
617,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
618,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
619,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
620,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
621,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
622,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
623,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
624,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1283 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
625,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1284 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
626,Sun Dec 04 16:46:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
627,Sun Dec 04 16:46:13 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
628,Sun Dec 04 16:46:45 2005,notice,jk2_init() Found child 1288 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
629,Sun Dec 04 16:47:11 2005,notice,jk2_init() Found child 1291 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
630,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1296 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
631,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1300 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
632,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1298 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
633,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1297 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
634,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1299 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
635,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
636,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
637,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
638,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
639,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
640,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
641,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
642,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
643,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
644,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
645,Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1308 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
646,Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1309 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
647,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1313 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
648,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1312 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
649,Sun Dec 04 16:52:34 2005,notice,jk2_init() Found child 1320 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
650,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1321 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
651,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1322 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
652,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1323 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
653,Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1324 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
654,Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1325 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
655,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
656,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
657,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
658,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
659,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
660,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
661,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
662,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
663,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
664,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
665,Sun Dec 04 16:55:54 2005,notice,jk2_init() Found child 1331 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
666,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1338 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
667,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1334 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
668,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1336 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
669,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1337 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
670,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1335 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
671,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
672,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
673,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
674,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
675,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
676,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
677,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
678,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
679,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
680,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
681,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1358 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
682,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1356 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
683,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1354 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
684,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1357 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
685,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1355 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
686,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
687,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
688,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
689,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
690,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
691,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
692,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
693,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
694,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
695,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
696,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1375 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
697,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1376 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
698,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1377 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
699,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
700,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
701,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
702,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
703,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
704,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
705,Sun Dec 04 17:11:23 2005,notice,jk2_init() Found child 1387 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
706,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1390 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
707,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1388 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
708,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1389 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
709,Sun Dec 04 17:12:42 2005,notice,jk2_init() Found child 1393 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
710,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1395 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
711,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1396 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
712,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1394 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
713,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
714,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
715,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
716,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
717,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
718,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
719,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
720,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
721,Sun Dec 04 17:12:56 2005,notice,jk2_init() Found child 1397 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
722,Sun Dec 04 17:12:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
723,Sun Dec 04 17:12:57 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
