LineId,Time,Component,Pid,Content,EventTemplate,EventId
410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,setTodayTotalDetailSteps=<*>##7075##548564##8661##16256##27309470,365
411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,calculateCaloriesWithCache totalCalories=<*>,234
412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,REPORT : <*> <*> <*> <*>,237
414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,onStandStepChanged <*> 3649,461
415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,getTodayTotalDetailSteps = <*>##7075##548564##8661##16256##27309470,132
417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,setTodayTotalDetailSteps=<*>##7077##548565##8661##16256##27309969,429
418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,calculateCaloriesWithCache totalCalories=<*>,234
419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,REPORT : <*> <*> <*> <*>,237
421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,onStandStepChanged <*> 3651,210
422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,getTodayTotalDetailSteps = <*>##7077##548565##8661##16256##27309969,440
424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,setTodayTotalDetailSteps=<*>##7079##548566##8661##16256##27310473,361
425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,calculateCaloriesWithCache totalCalories=<*>,234
426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,REPORT : <*> <*> <*> <*>,237
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,onStandStepChanged <*> 3653,614
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,getTodayTotalDetailSteps = <*>##7079##548566##8661##16256##27310473,443
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,setTodayTotalDetailSteps=<*>##7081##548567##8661##16256##27310970,248
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,calculateCaloriesWithCache totalCalories=<*>,234
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,REPORT : <*> <*> <*> <*>,237
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,onStandStepChanged <*> 3655,473
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,getTodayTotalDetailSteps = <*>##7081##548567##8661##16256##27310970,152
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,setTodayTotalDetailSteps=<*>##7083##548568##8661##16256##27311472,125
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,calculateCaloriesWithCache totalCalories=<*>,234
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,REPORT : <*> <*> <*> <*>,237
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,onStandStepChanged <*> 3656,96
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,getTodayTotalDetailSteps = <*>##7083##548568##8661##16256##27311472,3
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,setTodayTotalDetailSteps=<*>##7084##548569##8661##16256##27311970,532
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,calculateCaloriesWithCache totalCalories=<*>,234
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,REPORT : <*> <*> <*> <*>,237
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,onStandStepChanged <*> 3658,258
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,getTodayTotalDetailSteps = <*>##7084##548569##8661##16256##27311970,580
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,setTodayTotalDetailSteps=<*>##7086##548570##8661##16256##27312467,569
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,calculateCaloriesWithCache totalCalories=<*>,234
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,REPORT : <*> <*> <*> <*>,237
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,onStandStepChanged <*> 3660,523
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,getTodayTotalDetailSteps = <*>##7086##548570##8661##16256##27312467,485
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,setTodayTotalDetailSteps=<*>##7088##548571##8661##16256##27312967,199
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,calculateCaloriesWithCache totalCalories=<*>,234
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,REPORT : <*> <*> <*> <*>,237
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,onStandStepChanged <*> 3662,594
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,getTodayTotalDetailSteps = <*>##7088##548571##8661##16256##27312967,432
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,setTodayTotalDetailSteps=<*>##7090##548572##8661##16256##27313468,262
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,calculateCaloriesWithCache totalCalories=<*>,234
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,REPORT : <*> <*> <*> <*>,237
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,onStandStepChanged <*> 3664,278
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,getTodayTotalDetailSteps = <*>##7090##548572##8661##16256##27313468,581
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,setTodayTotalDetailSteps=<*>##7092##548573##8661##16256##27313974,169
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,calculateCaloriesWithCache totalCalories=<*>,234
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,REPORT : <*> <*> <*> <*>,237
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,onStandStepChanged <*> 3666,591
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,getTodayTotalDetailSteps = <*>##7092##548573##8661##16256##27313974,242
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,setTodayTotalDetailSteps=<*>##7094##548574##8661##16256##27314468,605
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,calculateCaloriesWithCache totalCalories=<*>,234
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,REPORT : <*> <*> <*> <*>,237
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,onStandStepChanged <*> 3667,66
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,getTodayTotalDetailSteps = <*>##7094##548574##8661##16256##27314468,658
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,setTodayTotalDetailSteps=<*>##7095##548575##8661##16256##27314968,332
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,calculateCaloriesWithCache totalCalories=<*>,234
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,REPORT : <*> <*> <*> <*>,237
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,onStandStepChanged <*> 3669,182
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,getTodayTotalDetailSteps = <*>##7095##548575##8661##16256##27314968,364
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,setTodayTotalDetailSteps=<*>##7097##548576##8661##16256##27315469,90
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,calculateCaloriesWithCache totalCalories=<*>,234
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,REPORT : <*> <*> <*> <*>,237
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,onStandStepChanged <*> 3671,292
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,getTodayTotalDetailSteps = <*>##7097##548576##8661##16256##27315469,587
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,setTodayTotalDetailSteps=<*>##7099##548577##8661##16256##27315983,113
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,calculateCaloriesWithCache totalCalories=<*>,234
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,REPORT : <*> <*> <*> <*>,237
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,onStandStepChanged <*> 3673,529
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,getTodayTotalDetailSteps = <*>##7099##548577##8661##16256##27315983,269
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,setTodayTotalDetailSteps=<*>##7101##548578##8661##16256##27316470,61
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,calculateCaloriesWithCache totalCalories=<*>,234
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,REPORT : <*> <*> <*> <*>,237
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,onStandStepChanged <*> 3674,550
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,getTodayTotalDetailSteps = <*>##7101##548578##8661##16256##27316470,284
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,setTodayTotalDetailSteps=<*>##7102##548579##8661##16256##27317468,41
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,calculateCaloriesWithCache totalCalories=<*>,234
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,REPORT : <*> <*> <*> <*>,237
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,onStandStepChanged <*> 3675,194
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,getTodayTotalDetailSteps = <*>##7102##548579##8661##16256##27317468,91
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,setTodayTotalDetailSteps=<*>##7103##548580##8661##16256##27318472,498
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,calculateCaloriesWithCache totalCalories=<*>,234
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,REPORT : <*> <*> <*> <*>,237
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,onStandStepChanged <*> 3676,316
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,getTodayTotalDetailSteps = <*>##7103##548580##8661##16256##27318472,478
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,setTodayTotalDetailSteps=<*>##7104##548581##8661##16256##27319473,656
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,calculateCaloriesWithCache totalCalories=<*>,234
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,REPORT : <*> <*> <*> <*>,237
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,onStandStepChanged <*> 3677,528
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,getTodayTotalDetailSteps = <*>##7104##548581##8661##16256##27319473,561
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,setTodayTotalDetailSteps=<*>##7105##548582##8661##16256##27319968,449
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,calculateCaloriesWithCache totalCalories=<*>,234
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,REPORT : <*> <*> <*> <*>,237
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,onStandStepChanged <*> 3678,305
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,getTodayTotalDetailSteps = <*>##7105##548582##8661##16256##27319968,274
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,setTodayTotalDetailSteps=<*>##7106##548583##8661##16256##27320969,489
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,calculateCaloriesWithCache totalCalories=<*>,234
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,REPORT : <*> <*> <*> <*>,237
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,onStandStepChanged <*> 3679,35
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,getTodayTotalDetailSteps = <*>##7106##548583##8661##16256##27320969,120
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,setTodayTotalDetailSteps=<*>##7107##548584##8661##16256##27321969,471
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,calculateCaloriesWithCache totalCalories=<*>,234
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,REPORT : <*> <*> <*> <*>,237
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,onStandStepChanged <*> 3681,190
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,getTodayTotalDetailSteps = <*>##7107##548584##8661##16256##27321969,620
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,setTodayTotalDetailSteps=<*>##7109##548585##8661##16256##27322469,310
558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,calculateCaloriesWithCache totalCalories=<*>,234
559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,REPORT : <*> <*> <*> <*>,237
561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,onStandStepChanged <*> 3683,13
562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,onExtend: <*> 2 <*> 0 <*> 4,38
563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,getTodayTotalDetailSteps = <*>##7109##548585##8661##16256##27322469,102
565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,setTodayTotalDetailSteps=<*>##7111##548640##8661##16256##27324478,119
566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,calculateCaloriesWithCache totalCalories=<*>,234
567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,REPORT : <*> <*> <*> <*>,237
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,onStandStepChanged <*> 3684,555
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,getTodayTotalDetailSteps = <*>##7111##548640##8661##16256##27324478,578
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,setTodayTotalDetailSteps=<*>##7112##548695##8661##16256##27325968,419
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,calculateCaloriesWithCache totalCalories=<*>,234
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,REPORT : <*> <*> <*> <*>,237
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,onStandStepChanged <*> 3685,298
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,getTodayTotalDetailSteps = <*>##7112##548695##8661##16256##27325968,33
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,setTodayTotalDetailSteps=<*>##7113##548750##8661##16256##27326969,497
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,calculateCaloriesWithCache totalCalories=<*>,234
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,REPORT : <*> <*> <*> <*>,237
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,onStandStepChanged <*> 3686,413
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,onExtend: <*> 1 <*> 0 <*> 4,642
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,getTodayTotalDetailSteps = <*>##7113##548750##8661##16256##27326969,275
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,setTodayTotalDetailSteps=<*>##7114##548805##8661##16256##27329972,570
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,calculateCaloriesWithCache totalCalories=<*>,234
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,REPORT : <*> <*> <*> <*>,237
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,onStandStepChanged <*> 3686,413
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,onExtend: <*> 0 0 0,487
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,getTodayTotalDetailSteps = <*>##7114##548805##8661##16256##27329972,78
