LineId,Date,Time,Pid,Tid,Level,Component,Content,EventTemplate,EventId
481,03-17,16:14:02.603,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",PacketResponder <*> for block <*> terminating,181
482,03-17,16:14:02.765,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
483,03-17,16:14:02.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
484,03-17,16:14:02.781,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
485,03-17,16:14:02.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
486,03-17,16:14:02.818,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
487,03-17,16:14:02.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
488,03-17,16:14:02.833,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
489,03-17,16:14:02.834,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
490,03-17,16:14:02.913,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
491,03-17,16:14:02.913,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
492,03-17,16:14:02.932,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
493,03-17,16:14:02.933,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
494,03-17,16:14:03.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
495,03-17,16:14:03.116,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
496,03-17,16:14:03.133,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
497,03-17,16:14:03.134,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
498,03-17,16:14:03.219,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867854, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",50
499,03-17,16:14:03.220,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",PacketResponder <*> for block <*> terminating,181
500,03-17,16:14:03.281,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
501,03-17,16:14:03.281,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
502,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =<*>,97
503,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =<*>,125
504,03-17,16:14:03.294,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: <*> target=<*> rate=<*>,138
505,03-17,16:14:03.306,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
506,03-17,16:14:03.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
507,03-17,16:14:03.671,1702,2639,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,79
508,03-17,16:14:03.691,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,79
509,03-17,16:14:03.871,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261868506, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",50
510,03-17,16:14:03.872,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",PacketResponder <*> for block <*> terminating,181
511,03-17,16:14:04.010,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
512,03-17,16:14:04.010,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
513,03-17,16:14:04.307,28601,28601,V,AudioManager,playSoundEffect   effectType: 0,playSoundEffect <*> effectType: <*>,16
514,03-17,16:14:04.307,28601,28601,V,AudioManager,querySoundEffectsEnabled...,querySoundEffectsEnabled...,90
515,03-17,16:14:04.310,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,79
516,03-17,16:14:04.319,1702,2555,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface <*> called by <*>,188
517,03-17,16:14:04.326,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
518,03-17,16:14:04.327,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
519,03-17,16:14:04.356,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,79
520,03-17,16:14:04.360,1702,1736,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface <*> called by <*>,188
521,03-17,16:14:04.364,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
522,03-17,16:14:04.364,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
523,03-17,16:14:04.439,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
524,03-17,16:14:04.439,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
525,03-17,16:14:04.450,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
526,03-17,16:14:04.451,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
527,03-17,16:14:04.484,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
528,03-17,16:14:04.484,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
529,03-17,16:14:04.504,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
530,03-17,16:14:04.505,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
531,03-17,16:14:04.932,1702,27357,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,146
532,03-17,16:14:04.938,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,146
533,03-17,16:14:04.943,1702,17622,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,146
534,03-17,16:14:04.947,1702,3137,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,146
535,03-17,16:14:04.950,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,146
536,03-17,16:14:05.038,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,79
537,03-17,16:14:05.460,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870094, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",50
538,03-17,16:14:05.461,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",PacketResponder <*> for block <*> terminating,181
539,03-17,16:14:05.557,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
540,03-17,16:14:05.557,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
541,03-17,16:14:05.571,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
542,03-17,16:14:05.572,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
543,03-17,16:14:05.616,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
544,03-17,16:14:05.616,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
545,03-17,16:14:05.642,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
546,03-17,16:14:05.643,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
547,03-17,16:14:05.705,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
548,03-17,16:14:05.706,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
549,03-17,16:14:05.724,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
550,03-17,16:14:05.724,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
551,03-17,16:14:05.848,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
552,03-17,16:14:05.849,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
553,03-17,16:14:05.871,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
554,03-17,16:14:05.872,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
555,03-17,16:14:05.956,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
556,03-17,16:14:05.957,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
557,03-17,16:14:05.971,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
558,03-17,16:14:05.972,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
559,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870612, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",50
560,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",PacketResponder <*> for block <*> terminating,181
561,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =<*>,97
562,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =<*>,125
563,03-17,16:14:06.010,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: <*> target=<*> rate=<*>,138
564,03-17,16:14:06.043,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
565,03-17,16:14:06.044,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
566,03-17,16:14:06.057,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
567,03-17,16:14:06.057,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
568,03-17,16:14:06.064,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
569,03-17,16:14:06.065,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
570,03-17,16:14:06.107,1702,1737,I,WindowManager,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface <*> called by <*>,188
571,03-17,16:14:06.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
572,03-17,16:14:06.115,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",186
573,03-17,16:14:06.127,1702,8671,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface <*> called by <*>,188
574,03-17,16:14:06.131,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),132
